Air Pollutant,Air Pollutant Description,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,Province,Quality,Respiratory_diseases_total,Life_expectancy_total,pib
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.927,ug/m3,Background,Rural,-3.4753,42.9519,613.0,Burgos,BUENA,392.0,83.57,24.696
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.775,ug/m3,Background,Rural,-6.9233,38.4728,377.0,Badajoz,BUENA,823.0,81.54,15.742
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.373,ug/m3,Background,Rural,-7.7046,42.6347,560.0,Lugo,BUENA,546.0,82.66,20.19
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,26.991,ug/m3,Background,Urban,-3.1716,40.6298,700.0,Guadalajara,BUENA,226.0,84.53,18.484
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.615,ug/m3,Industrial,Suburban,-0.7839,39.4272,400.0,Valencia,BUENA,2.151,82.18,20.594
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.755,ug/m3,Background,Urban,-6.3603,39.4728,389.0,Caceres,BUENA,568.0,82.34,16.511
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,15.939,ug/m3,Background,Suburban,-3.5914,40.0333,512.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.462,ug/m3,Industrial,Rural,-8.5717,43.3047,,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,27.007,ug/m3,Traffic,Urban,-0.3428,39.4575,7.0,Valencia,BUENA,2.151,82.18,20.594
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.852,ug/m3,Industrial,Suburban,-0.2333,39.9628,163.0,Castellon/Castello,BUENA,521.0,82.43,21.644
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,10.883,ug/m3,Industrial,Rural,-1.744,42.176,350.0,La Rioja,BUENA,261.0,83.61,23.898
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,9.626,ug/m3,Background,Rural,-2.7032,43.4059,116.0,Bizkaia,BUENA,998.0,83.13,26.85
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,21.446,ug/m3,Traffic,Suburban,-1.1433,41.7628,235.0,Zaragoza,BUENA,873.0,82.98,23.946
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,32.161,ug/m3,Traffic,Urban,-3.8086,43.4606,9.0,Cantabria,BUENA,623.0,82.96,20.299
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,25.201,ug/m3,Background,Urban,2.4433,41.5472,40.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,15.069,ug/m3,Background,Suburban,-5.5664,42.5753,814.0,Leon,BUENA,692.0,82.73,18.654
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,28.337,ug/m3,Traffic,Urban,-5.9596,37.3843,29.0,Sevilla,BUENA,1.278,81.36,17.669
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,44.562,ug/m3,Traffic,Suburban,2.2121,41.5492,90.0,Barcelona,RAZONABLEMENTE BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.938,ug/m3,Background,Rural,-5.0897,43.0414,1140.0,Leon,BUENA,692.0,82.73,18.654
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,18.908,ug/m3,Industrial,Urban,-3.7839,38.0929,368.0,Jaen,BUENA,740.0,81.73,15.78
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,9.815,ug/m3,Industrial,Suburban,-1.7708,37.2522,16.0,Almeria,BUENA,551.0,81.58,16.759
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.514,ug/m3,Industrial,Rural,-4.8272,42.7036,1050.0,Palencia,BUENA,211.0,83.18,22.465
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,10.11,ug/m3,Industrial,Rural,1.1799,41.2784,238.0,Tarragona,BUENA,625.0,82.52,25.457
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.844,ug/m3,Background,Rural,2.358,41.7793,693.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,19.379,ug/m3,Background,Suburban,2.0138,41.3135,14.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.086,ug/m3,Background,Urban,-2.428,42.464,385.0,La Rioja,BUENA,261.0,83.61,23.898
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,30.601,ug/m3,Background,Urban,-2.9023,43.2549,76.0,Bizkaia,BUENA,998.0,83.13,26.85
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,24.418,ug/m3,Traffic,Suburban,-2.9304,43.2985,21.0,Bizkaia,BUENA,998.0,83.13,26.85
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,38.19,ug/m3,Traffic,Suburban,2.1838,41.5267,84.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,21.706,ug/m3,Background,Suburban,-0.3364,39.4803,7.0,Valencia,BUENA,2.151,82.18,20.594
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,18.339,ug/m3,Industrial,Suburban,1.9905,41.4153,82.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.148,ug/m3,Industrial,Suburban,-1.284,42.579,397.0,Navarra,BUENA,552.0,83.49,27.213
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,30.158,ug/m3,Traffic,Urban,-1.64,42.8122,455.0,Navarra,BUENA,552.0,83.49,27.213
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,30.929,ug/m3,Traffic,Urban,-8.4206,43.3671,35.0,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.318,ug/m3,Industrial,Suburban,-0.3367,39.7053,320.0,Valencia,BUENA,2.151,82.18,20.594
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,17.222,ug/m3,Traffic,Urban,-8.5311,42.8878,260.0,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,15.998,ug/m3,Industrial,Suburban,0.0106,39.9819,10.0,Castellon/Castello,BUENA,521.0,82.43,21.644
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,7.935,ug/m3,Background,Rural,-3.2317,42.8752,911.0,Araba/Alava,BUENA,276.0,83.36,33.371
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,26.351,ug/m3,Traffic,Urban,-0.4719,38.3594,45.0,Alicante/Alacant,BUENA,1.416,82.57,16.346
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,12.844,ug/m3,Industrial,Suburban,1.6722,41.2022,5.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,12.527,ug/m3,Industrial,Rural,-8.472,43.3353,240.0,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,12.178,ug/m3,Background,Suburban,-8.5591,42.876,220.0,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,12.211,ug/m3,Industrial,Rural,-8.5189,43.2953,100.0,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.57,ug/m3,Background,Suburban,-6.395,38.4292,551.0,Badajoz,BUENA,823.0,81.54,15.742
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,16.506,ug/m3,Industrial,Suburban,-0.5139,38.3511,20.0,Alicante/Alacant,BUENA,1.416,82.57,16.346
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,7.613,ug/m3,Industrial,Rural,-0.1781,41.0531,395.0,Teruel,BUENA,176.0,83.02,23.994
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.584,ug/m3,Background,Rural,-0.2908,40.9467,570.0,Teruel,BUENA,176.0,83.02,23.994
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.358,ug/m3,Industrial,Suburban,-6.1145,36.6609,49.0,Cadiz,BUENA,940.0,80.66,15.843
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.288,ug/m3,Background,Rural,2.2176,41.846,620.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,10.69,ug/m3,Industrial,Rural,-6.7256,42.5586,450.0,Leon,BUENA,692.0,82.73,18.654
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,37.945,ug/m3,Traffic,Suburban,2.1883,41.482,34.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,19.681,ug/m3,Background,Suburban,1.1518,41.1121,41.0,Tarragona,BUENA,625.0,82.52,25.457
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.187,ug/m3,Background,Rural,-5.6669,37.9943,573.0,Sevilla,BUENA,1.278,81.36,17.669
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,24.111,ug/m3,Background,Urban,-4.4475,36.7196,36.0,Malaga,BUENA,1.154,81.71,16.016
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.756,ug/m3,Industrial,Rural,-6.0362,37.555,1.0,Sevilla,BUENA,1.278,81.36,17.669
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,13.791,ug/m3,Industrial,Rural,-5.3808,36.1862,15.0,Cadiz,BUENA,940.0,80.66,15.843
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.705,ug/m3,Background,Rural,0.8098,40.9027,34.0,Tarragona,BUENA,625.0,82.52,25.457
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,18.606,ug/m3,Industrial,Urban,-5.4114,36.1821,2.0,Cadiz,BUENA,940.0,80.66,15.843
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,56.731,ug/m3,Traffic,Urban,2.1538,41.3853,26.0,Barcelona,RAZONABLEMENTE BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,18.373,ug/m3,Traffic,Suburban,1.7213,41.219,12.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.334,ug/m3,Background,Rural,-3.1425,41.2742,1368.0,Guadalajara,BUENA,226.0,84.53,18.484
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,16.746,ug/m3,Background,Urban,-6.2252,36.5228,1.0,Cadiz,BUENA,940.0,80.66,15.843
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,40.804,ug/m3,Background,Urban,-3.7033,40.4192,657.0,Madrid,RAZONABLEMENTE BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,34.145,ug/m3,Background,Urban,-3.6392,40.44,698.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,27.012,ug/m3,Background,Urban,-6.0056,37.3753,9.0,Sevilla,BUENA,1.278,81.36,17.669
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,10.45,ug/m3,Industrial,Suburban,-6.8338,37.2816,52.0,Huelva,BUENA,424.0,80.72,16.185
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,48.058,ug/m3,Traffic,Urban,2.1014,41.5612,210.0,Barcelona,RAZONABLEMENTE BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.28,ug/m3,Industrial,Suburban,-6.9203,37.1998,8.0,Huelva,BUENA,424.0,80.72,16.185
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,37.442,ug/m3,Background,Urban,2.2095,41.4474,23.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.744,ug/m3,Background,Suburban,-0.6828,38.2422,44.0,Alicante/Alacant,BUENA,1.416,82.57,16.346
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.291,ug/m3,Industrial,Rural,0.0847,40.6917,1200.0,Castellon/Castello,BUENA,521.0,82.43,21.644
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,34.87,ug/m3,Background,Urban,-3.6514,40.3881,677.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,18.982,ug/m3,Background,Urban,-5.3419,36.1732,8.0,Cadiz,BUENA,940.0,80.66,15.843
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,9.657,ug/m3,Industrial,Rural,-2.0467,36.8951,239.0,Almeria,BUENA,551.0,81.58,16.759
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.731,ug/m3,Industrial,Rural,-0.065,39.8922,37.0,Castellon/Castello,BUENA,521.0,82.43,21.644
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,9.046,ug/m3,Industrial,Suburban,-4.112,38.7027,685.0,Ciudad Real,BUENA,637.0,82.43,18.416
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,12.108,ug/m3,Industrial,Suburban,-4.561,36.7278,55.0,Malaga,BUENA,1.154,81.71,16.016
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.856,ug/m3,Background,Rural,3.3156,42.3192,75.0,Girona,BUENA,546.0,83.0,25.202
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.775,ug/m3,Background,Rural,-4.2752,40.2479,469.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,20.404,ug/m3,Industrial,Suburban,-3.0741,43.3205,136.0,Bizkaia,BUENA,998.0,83.13,26.85
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,22.94,ug/m3,Background,Urban,-5.9915,37.3881,19.0,Sevilla,BUENA,1.278,81.36,17.669
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.29,ug/m3,Background,Rural,0.8311,41.0082,737.0,Tarragona,BUENA,625.0,82.52,25.457
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,31.8,ug/m3,Traffic,Urban,-5.833,43.3665,180.0,Asturias,BUENA,1.3,82.19,19.475
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.956,ug/m3,Background,Suburban,-3.8103,37.7844,376.0,Jaen,BUENA,740.0,81.73,15.78
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,13.625,ug/m3,Background,Suburban,-5.596,43.2757,262.0,Asturias,BUENA,1.3,82.19,19.475
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.946,ug/m3,Background,Rural,-1.1008,39.0828,855.0,Valencia,BUENA,2.151,82.18,20.594
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,20.442,ug/m3,Industrial,Urban,-3.8411,43.4208,10.0,Cantabria,BUENA,623.0,82.96,20.299
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,13.437,ug/m3,Industrial,Rural,-8.3513,43.116,408.0,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,9.591,ug/m3,Industrial,Suburban,-6.5208,42.6256,720.0,Leon,BUENA,692.0,82.73,18.654
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,36.882,ug/m3,Traffic,Urban,-6.0031,37.3945,17.0,Sevilla,BUENA,1.278,81.36,17.669
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.428,ug/m3,Background,Rural,-8.9235,42.7208,686.0,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,22.856,ug/m3,Industrial,Urban,-8.747,42.2029,26.0,Pontevedra,BUENA,899.0,82.79,18.673
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,17.289,ug/m3,Industrial,Urban,-5.4328,36.1747,1.0,Cadiz,BUENA,940.0,80.66,15.843
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.968,ug/m3,Background,Rural,0.1819,42.4578,1005.0,Huesca,BUENA,212.0,83.43,25.616
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.794,ug/m3,Industrial,Urban,-0.0564,39.9453,27.0,Castellon/Castello,BUENA,521.0,82.43,21.644
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,14.927,ug/m3,Background,Suburban,1.8482,42.0979,661.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.293,ug/m3,Industrial,Suburban,-4.1083,38.6807,675.0,Ciudad Real,BUENA,637.0,82.43,18.416
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,15.461,ug/m3,Background,Urban,-3.1344,43.2129,62.0,Bizkaia,BUENA,998.0,83.13,26.85
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,16.873,ug/m3,Industrial,Urban,-6.9255,37.2602,23.0,Huelva,BUENA,424.0,80.72,16.185
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,13.482,ug/m3,Industrial,Suburban,-1.0659,37.6925,80.0,Murcia,BUENA,1.252,82.27,18.502
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,31.136,ug/m3,Background,Urban,-3.6001,37.1657,666.0,Granada,BUENA,817.0,81.94,15.877
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,33.112,ug/m3,Background,Suburban,2.0977,41.3215,5.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,7.046,ug/m3,Industrial,Rural,-2.239,42.44,336.0,La Rioja,BUENA,261.0,83.61,23.898
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.723,ug/m3,Background,Rural,-2.155,43.2506,225.0,Gipuzkoa,BUENA,601.0,83.04,28.283
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,44.49,ug/m3,Traffic,Urban,2.0074,41.5561,261.0,Barcelona,RAZONABLEMENTE BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,14.822,ug/m3,Background,Suburban,0.5817,40.7067,8.0,Tarragona,BUENA,625.0,82.52,25.457
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,33.421,ug/m3,Background,Urban,-3.7319,40.3947,625.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,28.473,ug/m3,Background,Urban,-3.6856,40.4097,672.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,10.874,ug/m3,Industrial,Suburban,-1.7028,37.6878,340.0,Murcia,BUENA,1.252,82.27,18.502
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,20.462,ug/m3,Industrial,Urban,-8.7369,42.2103,12.0,Pontevedra,BUENA,899.0,82.79,18.673
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,18.33,ug/m3,Traffic,Urban,-8.7421,42.219,53.0,Pontevedra,BUENA,899.0,82.79,18.673
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.815,ug/m3,Industrial,Rural,-7.6937,43.313,469.0,Lugo,BUENA,546.0,82.66,20.19
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.449,ug/m3,Industrial,Rural,-2.232,42.341,570.0,La Rioja,BUENA,261.0,83.61,23.898
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.983,ug/m3,Background,Rural,-4.3981,40.3677,707.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,18.489,ug/m3,Traffic,Urban,-0.0261,39.9889,18.0,Castellon/Castello,BUENA,521.0,82.43,21.644
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,14.419,ug/m3,Background,Suburban,-3.5033,40.5997,721.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.131,ug/m3,Industrial,Rural,-7.9886,43.4054,478.0,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,40.865,ug/m3,Traffic,Urban,2.2222,41.4256,7.0,Barcelona,RAZONABLEMENTE BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,10.353,ug/m3,Traffic,Urban,-7.5509,42.9979,450.0,Lugo,BUENA,546.0,82.66,20.19
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,36.763,ug/m3,Traffic,Urban,-2.078,43.1308,90.0,Gipuzkoa,BUENA,601.0,83.04,28.283
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,34.975,ug/m3,Background,Suburban,2.0821,41.3218,7.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,35.369,ug/m3,Background,Urban,2.1874,41.3864,7.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,12.974,ug/m3,Background,Rural,1.6177,41.2449,213.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,24.913,ug/m3,Background,Suburban,-3.5429,40.3597,610.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,20.51,ug/m3,Traffic,Urban,-8.6569,42.4219,15.0,Pontevedra,BUENA,899.0,82.79,18.673
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,23.584,ug/m3,Traffic,Urban,-2.2682,43.1804,110.0,Gipuzkoa,BUENA,601.0,83.04,28.283
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,18.413,ug/m3,Industrial,Suburban,-0.9144,37.602,60.0,Murcia,BUENA,1.252,82.27,18.502
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,24.066,ug/m3,Traffic,Urban,-3.7739,40.6646,905.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,13.107,ug/m3,Industrial,Rural,-8.6769,42.4275,20.0,Pontevedra,BUENA,899.0,82.79,18.673
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.211,ug/m3,Background,Suburban,-0.1467,38.5714,44.0,Alicante/Alacant,BUENA,1.416,82.57,16.346
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,38.804,ug/m3,Background,Urban,2.2379,41.444,7.0,Barcelona,BUENA,4.422,83.06,25.975
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,26.752,ug/m3,Background,Suburban,-8.4092,43.3828,25.0,A Coruna,BUENA,1.291,82.34,20.621
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,9.029,ug/m3,Background,Suburban,-2.173,42.898,530.0,Navarra,BUENA,552.0,83.49,27.213
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.749,ug/m3,Industrial,Rural,-6.6039,42.7814,700.0,Leon,BUENA,692.0,82.73,18.654
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,42.594,ug/m3,Traffic,Urban,-3.6822,40.4217,672.0,Madrid,RAZONABLEMENTE BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,37.37,ug/m3,Background,Urban,-3.705,40.3469,593.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.573,ug/m3,Industrial,Suburban,-6.8886,37.2193,28.0,Huelva,BUENA,424.0,80.72,16.185
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,26.849,ug/m3,Traffic,Urban,-2.4467,36.8413,51.0,Almeria,BUENA,551.0,81.58,16.759
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,20.491,ug/m3,Background,Suburban,-3.7492,40.42,645.0,Madrid,BUENA,6.035,84.13,30.264
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.919,ug/m3,Industrial,Rural,1.2367,41.1936,97.0,Tarragona,BUENA,625.0,82.52,25.457
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.439,ug/m3,Background,Rural,-3.5506,37.2369,1258.0,Granada,BUENA,817.0,81.94,15.877
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,31.8,ug/m3,Traffic,Urban,-4.7303,41.6456,700.0,Valladolid,BUENA,471.0,83.69,22.24
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,15.662,ug/m3,Traffic,Urban,-3.6889,41.6656,801.0,Burgos,BUENA,392.0,83.57,24.696
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,24.435,ug/m3,Background,Urban,-5.6796,43.2941,216.0,Asturias,BUENA,1.3,82.19,19.475
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2013-01-01,42.223,ug/m3,Traffic,Urban,-3.6127,37.1961,689.0,Granada,RAZONABLEMENTE BUENA,817.0,81.94,15.877
