Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency,Province
Spain,,,ES0596A,,SPO-ES0596A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1996,66.407,ug/m3,83.99,,Traffic,urban,2.1483,41.4019,75.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Barcelona
Spain,NET_ES209A,CCAA Cataluña,ES0691A,Barcelona (el Poblenou),SP_08019004_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1996,44.66,ug/m3,76.57,,Traffic,urban,2.2045,41.4039,3.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Barcelona
Spain,,,ES0114A,,SPO-ES0114A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1996,63.943,ug/m3,99.59,,Traffic,urban,-3.6919,40.4097,629.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Madrid
Spain,,,ES0141A,,SPO-ES0141A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1996,76.371,ug/m3,99.66,,Traffic,urban,-3.7042,40.4472,704.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Madrid
Spain,NET_ES131A,Ayto Madrid,ES0115A,PLAZA DE ESPAÑA,SP_28079004_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1996,58.212,ug/m3,99.66,,Traffic,urban,-3.7122,40.4242,637.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Madrid
Spain,NET_ES131A,Ayto Madrid,ES0124A,ARTURO SORIA,SP_28079016_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1996,48.712,ug/m3,99.64,,Background,urban,-3.6392,40.44,698.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Madrid
Spain,NET_ES209A,CCAA Cataluña,ES0584A,Montcada i Reixac (pl. de Lluís Companys),SP_08125002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1996,59.655,ug/m3,83.88,,Industrial,suburban,2.1883,41.482,34.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Barcelona
Spain,NET_ES203A,CCAA Asturias,ES1358A,AVENIDA DE CASTILLA,SP_33024027_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,24.537,ug/m3,91.55,,Traffic,urban,-5.6461,43.5378,19.0,Gijón                                                                           ,ES023C1                                           ,271717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Asturias / Asturies
Spain,,,ES0915A,,SPO-ES0915A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,58.085,ug/m3,77.93,,Traffic,suburban,-3.7369,40.3028,618.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Getafe
Spain,NET_ES203A,CCAA Asturias,ES1424A,PLAZA DE LA GUITARRA,SP_33004049_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,31.043,ug/m3,98.78,,Traffic,urban,-5.9275,43.5589,12.0,Avilés                                                                          ,ES039C1                                           ,77791.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Asturias / Asturies
Spain,,,ES1164A,,SPO-ES1164A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,48.12,ug/m3,94.66,,Industrial,urban,-4.4939,41.9228,720.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Palencia
Spain,,,ES1238A,,SPO-ES1238A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,93.127,ug/m3,97.28,,Traffic,urban,-0.3808,39.4683,11.0,Valencia                                                                        ,ES003K1                                           ,1417464.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,,,ES1240A,,SPO-ES1240A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,58.646,ug/m3,95.15,,Traffic,urban,-0.3881,39.4814,11.0,Valencia                                                                        ,ES003K1                                           ,1417464.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,,,ES1260A,,SPO-ES1260A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,39.547,ug/m3,90.03,,Traffic,urban,-2.4694,36.8436,34.0,Almería                                                                         ,ES514C1                                           ,201322.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Almería
Spain,,,ES1380A,,SPO-ES1380A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,41.898,ug/m3,93.32,,Industrial,suburban,2.3136,41.6011,145.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Barcelona
Spain,NET_ES210A,CCAA Com. Valenciana,ES1387A,ONDA,SP_12084003_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,15.422,ug/m3,93.14,,Industrial,suburban,-0.2333,39.9628,163.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Castelló / Castellón
Spain,NET_ES216A,CCAA País Vasco,ES0805A,BASAURI,SP_48015002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,48.775,ug/m3,95.61,,Industrial,urban,-2.8837,43.2411,125.0,Bilbao                                                                          ,ES019K2                                           ,797590.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Bizkaia
Spain,NET_ES209A,CCAA Cataluña,ES1275A,Sant Celoni (Carles Damm),SP_08202001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,39.2,ug/m3,90.11,,Industrial,suburban,2.4958,41.689,145.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Barcelona
Spain,NET_ES131A,Ayto Madrid,ES1193A,CASA DE CAMPO,SP_28079024_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,16.526,ug/m3,96.3,,Background,suburban,-3.7492,40.42,645.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Madrid
Spain,,,ES1016A,,SPO-ES1016A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,72.612,ug/m3,98.84,,Traffic,urban,-4.74,41.6317,689.0,Valladolid                                                                      ,ES009C1                                           ,299265.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Valladolid
Spain,,,ES1180A,,SPO-ES1180A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,55.856,ug/m3,97.96,,Background,urban,-0.4108,39.5075,39.0,Valencia                                                                        ,ES003K1                                           ,1417464.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,,,ES1195A,,SPO-ES1195A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,48.573,ug/m3,87.82,,Traffic,urban,2.1917,41.4233,12.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Barcelona
Spain,NET_ES203A,CCAA Asturias,ES1320A,MATADERO,SP_33004048_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,39.86,ug/m3,97.97,,Industrial,suburban,-5.9273,43.5792,6.0,Avilés                                                                          ,ES039C1                                           ,77791.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Asturias / Asturies
Spain,NET_ES203A,CCAA Asturias,ES1268A,PLAZA DE TOROS,SP_33044029_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,52.0,ug/m3,98.55,,Traffic,urban,-5.8664,43.3583,267.0,Oviedo                                                                          ,ES013C1                                           ,219910.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Asturias / Asturies
Spain,NET_ES203A,CCAA Asturias,ES0824A,MERIÑÁN,SP_33031029_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,51.753,ug/m3,98.86,,Industrial,suburban,-5.7057,43.3069,218.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Asturias / Asturies
Spain,,,ES1436A,,SPO-ES1436A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,21.251,ug/m3,89.66,,Background,suburban,-0.6839,38.2128,86.0,Elche/Elx                                                                       ,ES505C1                                           ,234765.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Alacant / Alicante
Spain,NET_ES021A,Ayto Zaragoza,ES1047A,ROGER DE FLOR,SP_50297029_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,69.057,ug/m3,98.36,,Traffic,urban,-0.9161,41.6514,212.0,Zaragoza                                                                        ,ES005C1                                           ,681877.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Zaragoza
Spain,,,ES1177A,,SPO-ES1177A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,35.07,ug/m3,95.16,,Background,urban,-0.4761,38.6953,562.0,Alcoy                                                                           ,ES537C1                                           ,59354.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Alacant / Alicante
Spain,,,ES1371A,,SPO-ES1371A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,36.724,ug/m3,98.54,,Traffic,urban,-2.9544,42.6875,471.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Burgos
Spain,,,ES1357A,,SPO-ES1357A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,47.993,ug/m3,98.77,,Traffic,urban,-3.6744,42.3511,929.0,Burgos                                                                          ,ES515C1                                           ,176418.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Burgos
Spain,,,ES1019A,,SPO-ES1019A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,38.702,ug/m3,96.07,,Traffic,urban,2.43,41.5408,28.0,Mataró                                                                          ,ES530C1                                           ,129661.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Barcelona
Spain,NET_ES216A,CCAA País Vasco,ES0588A,ABANTO,SP_48002001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,50.041,ug/m3,99.12,,Industrial,suburban,-3.0741,43.3205,136.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Bizkaia
Spain,,,ES1171A,,SPO-ES1171A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,69.404,ug/m3,88.03,,Traffic,urban,-0.3522,39.4756,11.0,Valencia                                                                        ,ES003K1                                           ,1417464.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,,,ES1364A,,SPO-ES1364A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,29.034,ug/m3,87.88,,Background,urban,-6.2797,36.5156,3.0,Cádiz                                                                           ,ES522C1                                           ,115439.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Cádiz
Spain,,,ES1179A,,SPO-ES1179A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,32.18,ug/m3,88.76,,Traffic,suburban,-0.4867,38.3528,8.0,Alicante/Alacant                                                                ,ES021C1                                           ,337482.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Alacant / Alicante
Spain,,,ES0752A,,SPO-ES0752A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,13.899,ug/m3,93.73,,Industrial,urban,-0.9803,37.6111,10.0,Cartagena                                                                       ,ES506C1                                           ,216108.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Región de Murcia
Spain,,,ES0917A,,SPO-ES0917A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,57.762,ug/m3,96.52,,Traffic,urban,-5.9736,37.3797,25.0,Sevilla                                                                         ,ES004K1                                           ,884899.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Sevilla
Spain,NET_ES203A,CCAA Asturias,ES1353A,SAMA I,SP_33031032_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,46.724,ug/m3,97.97,,Industrial,urban,-5.6796,43.2941,216.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Asturias / Asturies
Spain,,,ES1394A,,SPO-ES1394A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,66.951,ug/m3,90.13,,Traffic,urban,-3.6047,37.1864,691.0,Granada                                                                         ,ES501K1                                           ,404809.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Granada
Spain,,,ES1172A,,SPO-ES1172A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,114.956,ug/m3,95.78,,Traffic,urban,-0.3919,39.4633,11.0,Valencia                                                                        ,ES003K1                                           ,1417464.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,,,ES1280A,,SPO-ES1280A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,60.508,ug/m3,99.2,,Traffic,urban,-4.5247,42.0036,739.0,Palencia                                                                        ,ES041C1                                           ,78144.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Palencia
Spain,NET_ES209A,CCAA Cataluña,ES1312A,Tarragona (Universitat Laboral),SP_43148022_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,30.416,ug/m3,93.46,,Industrial,suburban,1.2008,41.1037,5.0,Tarragona                                                                       ,ES525C1                                           ,136496.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Tarragona
Spain,,,ES1224A,,SPO-ES1224A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,11.796,ug/m3,95.33,,Background,suburban,-4.6953,41.6761,693.0,Valladolid                                                                      ,ES009C1                                           ,299265.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Valladolid
Spain,NET_ES210A,CCAA Com. Valenciana,ES1185A,SAGUNT PORT,SP_46220003_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,21.51,ug/m3,92.14,,Traffic,urban,-0.2347,39.6672,10.0,Sagunto                                                                         ,ES547C1                                           ,67173.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,NET_ES210A,CCAA Com. Valenciana,ES1437A,CORATXAR,SP_12093004_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,6.004,ug/m3,92.61,,Industrial,rural,0.0847,40.6917,1200.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Castelló / Castellón
Spain,,,ES1296A,,SPO-ES1296A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,47.188,ug/m3,97.3,,Traffic,urban,-4.6881,40.6586,1150.0,Ávila                                                                           ,ES538C1                                           ,58369.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Ávila
Spain,,,ES1184A,,SPO-ES1184A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,51.538,ug/m3,96.44,,Traffic,urban,-0.2731,39.675,46.0,Sagunto                                                                         ,ES547C1                                           ,67173.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,NET_ES209A,CCAA Cataluña,ES0691A,Barcelona (el Poblenou),SP_08019004_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,50.52,ug/m3,78.29,,Traffic,urban,2.2045,41.4039,3.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Barcelona
Spain,NET_ES210A,CCAA Com. Valenciana,ES1239A,VALÈNCIA-PISTA DE SILLA,SP_46250030_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,70.888,ug/m3,96.74,,Traffic,urban,-0.3758,39.4561,11.0,Valencia                                                                        ,ES003K1                                           ,1417464.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,NET_ES210A,CCAA Com. Valenciana,ES1386A,CASTELLÓ-PENYETA,SP_12040008_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,25.507,ug/m3,99.09,,Industrial,suburban,-0.0572,40.0128,106.0,Castellón de la Plana/Castelló de la Plana                                      ,ES520C1                                           ,174264.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Castelló / Castellón
Spain,,,ES1286A,,SPO-ES1286A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,43.818,ug/m3,97.93,,Traffic,urban,-5.7386,41.5072,720.0,Zamora                                                                          ,ES059C1                                           ,60988.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Zamora
Spain,,,ES0818A,,SPO-ES0818A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,41.554,ug/m3,86.99,,Traffic,urban,-5.9864,37.4053,20.0,Sevilla                                                                         ,ES004K1                                           ,884899.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Sevilla
Spain,NET_ES201A,CCAA Andalucía,ES1340A,POZO DULCE,SPO-ES1340A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,37.02,ug/m3,94.3,,Industrial,urban,-6.9351,37.2534,18.0,Huelva                                                                          ,ES521C1                                           ,143837.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Huelva
Spain,NET_ES201A,CCAA Andalucía,ES0817A,LA RANILLA,SP_41091010_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,52.933,ug/m3,99.33,,Traffic,urban,-5.9596,37.3843,29.0,Sevilla                                                                         ,ES004K1                                           ,884899.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Sevilla
Spain,,,ES1405A,,SPO-ES1405A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,5.477,ug/m3,92.87,,Industrial,rural,0.0094,40.5847,1235.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Castelló / Castellón
Spain,NET_ES201A,CCAA Andalucía,ES1072A,LA LÍNEA,SP_11022005_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,24.423,ug/m3,87.63,,Industrial,urban,-5.3484,36.1594,1.0,"Línea de la Concepción, La                                                      ",ES065C1                                           ,63630.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Cádiz
Spain,,,ES1281A,,SPO-ES1281A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,51.0,ug/m3,98.64,,Traffic,urban,-6.6003,42.5533,541.0,Ponferrada                                                                      ,ES057C1                                           ,64509.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,León
Spain,,,ES1183A,,SPO-ES1183A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,45.76,ug/m3,94.37,,Background,urban,-0.4453,39.5061,40.0,Valencia                                                                        ,ES003K1                                           ,1417464.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,,,ES0123A,,SPO-ES0123A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,71.004,ug/m3,96.51,,Traffic,urban,-3.6886,40.4683,729.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Madrid
Spain,NET_ES202A,CCAA Aragón,ES1400A,BUJARALOZ,SP_50059001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,17.491,ug/m3,78.94,,Background,rural,-0.1519,41.5056,327.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Zaragoza
Spain,NET_ES208A,CCAA Castilla y León,ES1161A,BARRIO PINILLA,SP_24089006_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,58.134,ug/m3,98.8,,Traffic,urban,-5.5872,42.6039,838.0,León                                                                            ,ES523C1                                           ,124028.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,León
Spain,,,ES1046A,,SPO-ES1046A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,32.126,ug/m3,78.72,,Traffic,urban,-0.8939,41.6392,214.0,Zaragoza                                                                        ,ES005C1                                           ,681877.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Zaragoza
Spain,NET_ES207A,CCAA Cast. la Mancha,ES1365A,BARRIO 630,SP_13071017_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,6.662,ug/m3,99.03,,Industrial,suburban,-4.112,38.7027,685.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Ciudad Real
Spain,,,ES1051A,,SPO-ES1051A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,58.241,ug/m3,95.56,,Traffic,urban,-3.5519,40.4286,612.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Comunidad de Madrid
Spain,,,ES1119A,,SPO-ES1119A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,43.685,ug/m3,89.84,,Traffic,urban,1.2422,41.1225,23.0,Tarragona                                                                       ,ES525C1                                           ,136496.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Tarragona
Spain,,,ES1254A,,SPO-ES1254A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,33.592,ug/m3,95.54,,Traffic,urban,-3.7892,37.7669,571.0,Jaén                                                                            ,ES527C1                                           ,112757.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Jaén
Spain,,,ES1329A,,SPO-ES1329A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,44.015,ug/m3,97.56,,Traffic,urban,-5.6558,40.9653,797.0,Salamanca                                                                       ,ES516C1                                           ,144825.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Salamanca
Spain,NET_ES209A,CCAA Cataluña,ES1125A,Manresa (pl. d'Espanya),SP_08113007_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,37.894,ug/m3,89.44,,Traffic,urban,1.8253,41.7303,238.0,Manresa                                                                         ,ES050C1                                           ,78245.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Barcelona
Spain,NET_ES208A,CCAA Castilla y León,ES1162A,MEDINA DEL CAMPO,SP_47085003_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,32.199,ug/m3,98.61,,Industrial,suburban,-4.9092,41.3164,721.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Valladolid
Spain,,,ES1250A,,SPO-ES1250A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,45.786,ug/m3,83.41,,Traffic,urban,-4.4186,36.7222,14.0,Málaga                                                                          ,ES006C1                                           ,578460.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Málaga
Spain,NET_ES210A,CCAA Com. Valenciana,ES1435A,VILAFRANCA,SP_12129001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,8.304,ug/m3,98.36,,Background,suburban,-0.2492,40.4167,1125.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Castelló / Castellón
Spain,NET_ES210A,CCAA Com. Valenciana,ES1441A,MORELLA,SP_12080007_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,5.287,ug/m3,81.35,,Background,rural,-0.0911,40.6372,1150.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Castelló / Castellón
Spain,,,ES1192A,,SPO-ES1192A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,67.209,ug/m3,96.52,,Traffic,urban,-3.6044,40.4503,637.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Madrid
Spain,NET_ES209A,CCAA Cataluña,ES1123A,Constantí (Gaudí),SP_43047001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,19.534,ug/m3,94.09,,Industrial,suburban,1.2177,41.1549,56.0,,,,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Tarragona
Spain,,,ES1139A,,SPO-ES1139A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,72.202,ug/m3,94.5,,Traffic,urban,-15.4328,28.1333,5.0,Las Palmas                                                                      ,ES008C1                                           ,381223.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Las Palmas
Spain,NET_ES210A,CCAA Com. Valenciana,ES1182A,GANDÍA,SP_46131002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,28.723,ug/m3,96.19,,Traffic,urban,-0.19,38.9667,22.0,Gandia                                                                          ,ES046C1                                           ,75798.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,València / Valencia
Spain,,,ES1404A,,SPO-ES1404A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,51.579,ug/m3,94.54,,Traffic,urban,-0.6947,38.2686,86.0,Elche/Elx                                                                       ,ES505C1                                           ,234765.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Alacant / Alicante
Spain,,,ES1176A,,SPO-ES1176A_00008_100,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,1997,57.953,ug/m3,89.69,,Traffic,urban,-0.4758,38.7039,562.0,Alcoy                                                                           ,ES537C1                                           ,59354.0,Reporting within EoI/AirBase 8,31/12/2012 00:00:00,,,Alacant / Alicante
