Causa de muerte;Sexo;Provincias;Periodo;Total
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2013;873
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2012;1.077
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2011;917
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2010;920
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2009;964
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2008;924
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2007;924
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2006;816
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2005;1.081
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2004;963
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2003;1.050
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2002;950
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2001;868
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2000;973
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1999;1.179
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1998;902
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1997;844
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1996;772
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1995;857
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1994;789
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1993;770
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1992;781
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1991;874
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1990;841
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1989;696
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1988;661
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1987;642
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1986;927
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1985;883
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1984;848
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1983;852
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1982;757
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1981;855
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;1980;747
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2023;70
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2022;63
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2021;62
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2020;60
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2019;57
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2018;53
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2017;54
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2016;52
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2015;54
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2014;43
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2013;47
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2012;51
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2011;53
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2010;77
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2009;75
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2008;46
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2007;57
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2006;56
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2005;66
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2004;55
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2003;56
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2002;53
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2001;41
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;2000;59
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1999;48
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1998;42
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1997;49
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1996;43
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1995;41
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1994;44
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1993;45
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1992;41
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1991;50
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1990;44
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1989;23
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1988;32
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1987;36
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1986;40
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1985;23
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1984;27
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1983;31
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1982;37
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1981;50
062-067  X.Enfermedades del sistema respiratorio;Total;51 Ceuta;1980;51
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2023;51
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2022;51
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2021;57
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2020;57
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2019;54
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2018;58
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2017;60
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2016;51
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2015;54
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2014;47
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2013;35
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2012;62
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2011;52
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2010;44
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2009;37
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2008;46
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2007;34
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2006;39
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2005;49
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2004;33
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2003;39
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2002;40
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2001;27
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;2000;34
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1999;20
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1998;31
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1997;29
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1996;36
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1995;37
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1994;26
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1993;25
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1992;34
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1991;35
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1990;32
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1989;31
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1988;46
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1987;39
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1986;29
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1985;42
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1984;42
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1983;38
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1982;47
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1981;37
062-067  X.Enfermedades del sistema respiratorio;Total;52 Melilla;1980;46
